date,month,day_of_year,mango_stage,stage_description,water_sensitivity,heat_sensitivity,disease_sensitivity,recommended_monitoring_focus
2026-01-06,1,6,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-07,1,7,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-08,1,8,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-09,1,9,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-10,1,10,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-11,1,11,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-12,1,12,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-13,1,13,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-14,1,14,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-15,1,15,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-16,1,16,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-17,1,17,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-18,1,18,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-19,1,19,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-20,1,20,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-21,1,21,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-22,1,22,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-23,1,23,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-24,1,24,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-25,1,25,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-26,1,26,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-27,1,27,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-28,1,28,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-29,1,29,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-30,1,30,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-01-31,1,31,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-01,2,32,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-02,2,33,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-03,2,34,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-04,2,35,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-05,2,36,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-06,2,37,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-07,2,38,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-08,2,39,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-09,2,40,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-10,2,41,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-11,2,42,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-12,2,43,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-13,2,44,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-14,2,45,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-15,2,46,Flowering,"Trees are in bloom; flower panicles are open and pollination is occurring. This is a short, sensitive window for the whole season's crop.",Medium,Medium,High,Watch for unseasonal rain or high humidity (anthracnose / powdery mildew risk on flowers) and avoid waterlogging around the root zone.
2026-02-16,2,47,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-17,2,48,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-18,2,49,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-19,2,50,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-20,2,51,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-21,2,52,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-22,2,53,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-23,2,54,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-24,2,55,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-25,2,56,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-26,2,57,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-27,2,58,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-02-28,2,59,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-01,3,60,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-02,3,61,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-03,3,62,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-04,3,63,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-05,3,64,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-06,3,65,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-07,3,66,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-08,3,67,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-09,3,68,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-10,3,69,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-11,3,70,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-12,3,71,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-13,3,72,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-14,3,73,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-15,3,74,Fruit set,"Pollinated flowers are developing into small fruitlets; a large share of fruitlets will naturally drop, but stress can increase drop further.",High,High,Medium,"Watch for excessive fruitlet drop, maintain steady (not excessive) soil moisture, and monitor for early heat spikes."
2026-03-16,3,75,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-17,3,76,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-18,3,77,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-19,3,78,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-20,3,79,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-21,3,80,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-22,3,81,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-23,3,82,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-24,3,83,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-25,3,84,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-26,3,85,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-27,3,86,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-28,3,87,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-29,3,88,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-30,3,89,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-03-31,3,90,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-01,4,91,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-02,4,92,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-03,4,93,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-04,4,94,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-05,4,95,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-06,4,96,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-07,4,97,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-08,4,98,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-09,4,99,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-10,4,100,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-11,4,101,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-12,4,102,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-13,4,103,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-14,4,104,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-15,4,105,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-16,4,106,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-17,4,107,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-18,4,108,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-19,4,109,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-20,4,110,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-21,4,111,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-22,4,112,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-23,4,113,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-24,4,114,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-25,4,115,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-26,4,116,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-27,4,117,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-28,4,118,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-29,4,119,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-04-30,4,120,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-01,5,121,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-02,5,122,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-03,5,123,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-04,5,124,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-05,5,125,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-06,5,126,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-07,5,127,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-08,5,128,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-09,5,129,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
2026-05-10,5,130,Fruit development,Retained fruit are actively growing in size; this stage drives most of the season's final yield and fruit quality.,High,High,Low,Prioritize consistent irrigation scheduling and monitor for peak summer heat stress affecting fruit sizing.
